Filename,Sample_ID,Species,Dev_stage,Sex,Age,Phenotype,Tissue,Tissue_complete,Collected_by,Collection_date,Biomaterial_provider,Geographic_location,Ecotype,Body_mass,Testes_mass,Bird_ID,Gonadosomatic_index,Sample_Type,Batch,Seq_provider,Lib_prep,Lib_kit,Seq_prep,Seq_kit,Lib_size,RIN
s1650_F_RAP_03_R2.gz,s1650_F_RAP_03,Calidris pugnax,Adult,Male,6,Faeder,Rap,Raphe,Jasmine L. Loveland,6/5/2018,Max Planck Institute for Biological Intelligence (MPI-BI),Germany: Seewiesen,Captive population,123.05,3.01,1650,2.45,Total RNA,4,DRESDEN-concept Genome Center (DcGC),Illumina RNA - mRNA Library Prep (RNA-Seq),NEBNext Ultra II RNA,mRNA enrichment by poly-dT pull down,NEBNext Poly(A),33469801,NA
s1650_F_TNA_03_R1.gz,s1650_F_TNA_03,Calidris pugnax,Adult,Male,6,Faeder,A+TnA,Nucleus taeniae of the amygdala and arcopallium,Jasmine L. Loveland,6/5/2018,Max Planck Institute for Biological Intelligence (MPI-BI),Germany: Seewiesen,Captive population,123.05,3.01,1650,2.45,Total RNA,4,DRESDEN-concept Genome Center (DcGC),Illumina RNA - mRNA Library Prep (RNA-Seq),NEBNext Ultra II RNA,mRNA enrichment by poly-dT pull down,NEBNext Poly(A),25914455,NA
s1650_F_TNA_03_R2.gz,s1650_F_TNA_03,Calidris pugnax,Adult,Male,6,Faeder,A+TnA,Nucleus taeniae of the amygdala and arcopallium,Jasmine L. Loveland,6/5/2018,Max Planck Institute for Biological Intelligence (MPI-BI),Germany: Seewiesen,Captive population,123.05,3.01,1650,2.45,Total RNA,4,DRESDEN-concept Genome Center (DcGC),Illumina RNA - mRNA Library Prep (RNA-Seq),NEBNext Ultra II RNA,mRNA enrichment by poly-dT pull down,NEBNext Poly(A),25914455,NA
s1650_F_VTA_03_R1.gz,s1650_F_VTA_03,Calidris pugnax,Adult,Male,6,Faeder,VTA+SN,Ventral tegmental area and substantia nigra,Jasmine L. Loveland,6/5/2018,Max Planck Institute for Biological Intelligence (MPI-BI),Germany: Seewiesen,Captive population,123.05,3.01,1650,2.45,Total RNA,4,DRESDEN-concept Genome Center (DcGC),Illumina RNA - mRNA Library Prep (RNA-Seq),NEBNext Ultra II RNA,mRNA enrichment by poly-dT pull down,NEBNext Poly(A),26375826,NA
s1650_F_VTA_03_R2.gz,s1650_F_VTA_03,Calidris pugnax,Adult,Male,6,Faeder,VTA+SN,Ventral tegmental area and substantia nigra,Jasmine L. Loveland,6/5/2018,Max Planck Institute for Biological Intelligence (MPI-BI),Germany: Seewiesen,Captive population,123.05,3.01,1650,2.45,Total RNA,4,DRESDEN-concept Genome Center (DcGC),Illumina RNA - mRNA Library Prep (RNA-Seq),NEBNext Ultra II RNA,mRNA enrichment by poly-dT pull down,NEBNext Poly(A),26375826,NA
s1660_I_ADR_01_R1.gz,s1660_I_ADR_01,Calidris pugnax,Adult,Male,4,Independent,Adr,Adrenal glands,Jasmine L. Loveland,6/14/2017,Max Planck Institute for Biological Intelligence (MPI-BI),Germany: Seewiesen,Captive population,161.85,NA,1660,NA,Total RNA,2,DRESDEN-concept Genome Center (DcGC),Illumina RNA - mRNA Library Prep (RNA-Seq),NEBNext Ultra II RNA,mRNA enrichment by poly-dT pull down,NEBNext Poly(A),41024292,9.4
s1660_I_ADR_01_R2.gz,s1660_I_ADR_01,Calidris pugnax,Adult,Male,4,Independent,Adr,Adrenal glands,Jasmine L. Loveland,6/14/2017,Max Planck Institute for Biological Intelligence (MPI-BI),Germany: Seewiesen,Captive population,161.85,NA,1660,NA,Total RNA,2,DRESDEN-concept Genome Center (DcGC),Illumina RNA - mRNA Library Prep (RNA-Seq),NEBNext Ultra II RNA,mRNA enrichment by poly-dT pull down,NEBNext Poly(A),41024292,9.4
s1660_I_GON_01_R1.gz,s1660_I_GON_01,Calidris pugnax,Adult,Male,4,Independent,Gon,Male gonads (testes),Jasmine L. Loveland,6/14/2017,Max Planck Institute for Biological Intelligence (MPI-BI),Germany: Seewiesen,Captive population,161.85,NA,1660,NA,Total RNA,2,DRESDEN-concept Genome Center (DcGC),Illumina RNA - mRNA Library Prep (RNA-Seq),NEBNext Ultra II RNA,mRNA enrichment by poly-dT pull down,NEBNext Poly(A),50141060,7
s1660_I_GON_01_R2.gz,s1660_I_GON_01,Calidris pugnax,Adult,Male,4,Independent,Gon,Male gonads (testes),Jasmine L. Loveland,6/14/2017,Max Planck Institute for Biological Intelligence (MPI-BI),Germany: Seewiesen,Captive population,161.85,NA,1660,NA,Total RNA,2,DRESDEN-concept Genome Center (DcGC),Illumina RNA - mRNA Library Prep (RNA-Seq),NEBNext Ultra II RNA,mRNA enrichment by poly-dT pull down,NEBNext Poly(A),50141060,7
s1660_I_PIT_01_R1.gz,s1660_I_PIT_01,Calidris pugnax,Adult,Male,4,Independent,Pit,Pituitary gland,Jasmine L. Loveland,6/14/2017,Max Planck Institute for Biological Intelligence (MPI-BI),Germany: Seewiesen,Captive population,161.85,NA,1660,NA,Total RNA,2,DRESDEN-concept Genome Center (DcGC),Illumina RNA - mRNA Library Prep (RNA-Seq),NEBNext Ultra II RNA,mRNA enrichment by poly-dT pull down,NEBNext Poly(A),26636176,NA
s1660_I_PIT_01_R2.gz,s1660_I_PIT_01,Calidris pugnax,Adult,Male,4,Independent,Pit,Pituitary gland,Jasmine L. Loveland,6/14/2017,Max Planck Institute for Biological Intelligence (MPI-BI),Germany: Seewiesen,Captive population,161.85,NA,1660,NA,Total RNA,2,DRESDEN-concept Genome Center (DcGC),Illumina RNA - mRNA Library Prep (RNA-Seq),NEBNext Ultra II RNA,mRNA enrichment by poly-dT pull down,NEBNext Poly(A),26636176,NA
s1664_F_ADR_02_R1.gz,s1664_F_ADR_02,Calidris pugnax,Adult,Male,4,Faeder,Adr,Adrenal glands,Jasmine L. Loveland,6/15/2017,Max Planck Institute for Biological Intelligence (MPI-BI),Germany: Seewiesen,Captive population,138.1,3.66,1664,2.65,Total RNA,1,DRESDEN-concept Genome Center (DcGC),Illumina RNA - mRNA Library Prep (RNA-Seq),NEBNext Ultra II RNA,mRNA enrichment by poly-dT pull down,NEBNext Poly(A),47340631,8.7
s1664_F_ADR_02_R2.gz,s1664_F_ADR_02,Calidris pugnax,Adult,Male,4,Faeder,Adr,Adrenal glands,Jasmine L. Loveland,6/15/2017,Max Planck Institute for Biological Intelligence (MPI-BI),Germany: Seewiesen,Captive population,138.1,3.66,1664,2.65,Total RNA,1,DRESDEN-concept Genome Center (DcGC),Illumina RNA - mRNA Library Prep (RNA-Seq),NEBNext Ultra II RNA,mRNA enrichment by poly-dT pull down,NEBNext Poly(A),47340631,8.7
s1664_F_GON_01_R1.gz,s1664_F_GON_01,Calidris pugnax,Adult,Male,4,Faeder,Gon,Male gonads (testes),Jasmine L. Loveland,6/15/2017,Max Planck Institute for Biological Intelligence (MPI-BI),Germany: Seewiesen,Captive population,138.1,3.66,1664,2.65,Total RNA,2,DRESDEN-concept Genome Center (DcGC),Illumina RNA - mRNA Library Prep (RNA-Seq),NEBNext Ultra II RNA,mRNA enrichment by poly-dT pull down,NEBNext Poly(A),27416909,8
s1664_F_GON_01_R2.gz,s1664_F_GON_01,Calidris pugnax,Adult,Male,4,Faeder,Gon,Male gonads (testes),Jasmine L. Loveland,6/15/2017,Max Planck Institute for Biological Intelligence (MPI-BI),Germany: Seewiesen,Captive population,138.1,3.66,1664,2.65,Total RNA,2,DRESDEN-concept Genome Center (DcGC),Illumina RNA - mRNA Library Prep (RNA-Seq),NEBNext Ultra II RNA,mRNA enrichment by poly-dT pull down,NEBNext Poly(A),27416909,8
s1664_F_PIT_01_R1.gz,s1664_F_PIT_01,Calidris pugnax,Adult,Male,4,Faeder,Pit,Pituitary gland,Jasmine L. Loveland,6/15/2017,Max Planck Institute for Biological Intelligence (MPI-BI),Germany: Seewiesen,Captive population,138.1,3.66,1664,2.65,Total RNA,2,DRESDEN-concept Genome Center (DcGC),Illumina RNA - mRNA Library Prep (RNA-Seq),NEBNext Ultra II RNA,mRNA enrichment by poly-dT pull down,NEBNext Poly(A),36120006,9.7
s1664_F_PIT_01_R2.gz,s1664_F_PIT_01,Calidris pugnax,Adult,Male,4,Faeder,Pit,Pituitary gland,Jasmine L. Loveland,6/15/2017,Max Planck Institute for Biological Intelligence (MPI-BI),Germany: Seewiesen,Captive population,138.1,3.66,1664,2.65,Total RNA,2,DRESDEN-concept Genome Center (DcGC),Illumina RNA - mRNA Library Prep (RNA-Seq),NEBNext Ultra II RNA,mRNA enrichment by poly-dT pull down,NEBNext Poly(A),36120006,9.7
s1665_I_ADR_02_R1.gz,s1665_I_ADR_02,Calidris pugnax,Adult,Male,4,Independent,Adr,Adrenal glands,Jasmine L. Loveland,6/13/2017,Max Planck Institute for Biological Intelligence (MPI-BI),Germany: Seewiesen,Captive population,165.4,4.4,1665,2.66,Total RNA,1,DRESDEN-concept Genome Center (DcGC),Illumina RNA - mRNA Library Prep (RNA-Seq),NEBNext Ultra II RNA,mRNA enrichment by poly-dT pull down,NEBNext Poly(A),34595097,9.3
s1665_I_ADR_02_R2.gz,s1665_I_ADR_02,Calidris pugnax,Adult,Male,4,Independent,Adr,Adrenal glands,Jasmine L. Loveland,6/13/2017,Max Planck Institute for Biological Intelligence (MPI-BI),Germany: Seewiesen,Captive population,165.4,4.4,1665,2.66,Total RNA,1,DRESDEN-concept Genome Center (DcGC),Illumina RNA - mRNA Library Prep (RNA-Seq),NEBNext Ultra II RNA,mRNA enrichment by poly-dT pull down,NEBNext Poly(A),34595097,9.3
s1665_I_LIV_01_R1.gz,s1665_I_LIV_01,Calidris pugnax,Adult,Male,4,Independent,Liv,Liver,Jasmine L. Loveland,6/13/2017,Max Planck Institute for Biological Intelligence (MPI-BI),Germany: Seewiesen,Captive population,165.4,4.4,1665,2.66,Total RNA,2,DRESDEN-concept Genome Center (DcGC),Illumina RNA - mRNA Library Prep (RNA-Seq),NEBNext Ultra II RNA,mRNA enrichment by poly-dT pull down,NEBNext Poly(A),34382868,7.2
s1665_I_LIV_01_R2.gz,s1665_I_LIV_01,Calidris pugnax,Adult,Male,4,Independent,Liv,Liver,Jasmine L. Loveland,6/13/2017,Max Planck Institute for Biological Intelligence (MPI-BI),Germany: Seewiesen,Captive population,165.4,4.4,1665,2.66,Total RNA,2,DRESDEN-concept Genome Center (DcGC),Illumina RNA - mRNA Library Prep (RNA-Seq),NEBNext Ultra II RNA,mRNA enrichment by poly-dT pull down,NEBNext Poly(A),34382868,7.2
s1665_I_PIT_01_R1.gz,s1665_I_PIT_01,Calidris pugnax,Adult,Male,4,Independent,Pit,Pituitary gland,Jasmine L. Loveland,6/13/2017,Max Planck Institute for Biological Intelligence (MPI-BI),Germany: Seewiesen,Captive population,165.4,4.4,1665,2.66,Total RNA,2,DRESDEN-concept Genome Center (DcGC),Illumina RNA - mRNA Library Prep (RNA-Seq),NEBNext Ultra II RNA,mRNA enrichment by poly-dT pull down,NEBNext Poly(A),27776091,NA
s1665_I_PIT_01_R2.gz,s1665_I_PIT_01,Calidris pugnax,Adult,Male,4,Independent,Pit,Pituitary gland,Jasmine L. Loveland,6/13/2017,Max Planck Institute for Biological Intelligence (MPI-BI),Germany: Seewiesen,Captive population,165.4,4.4,1665,2.66,Total RNA,2,DRESDEN-concept Genome Center (DcGC),Illumina RNA - mRNA Library Prep (RNA-Seq),NEBNext Ultra II RNA,mRNA enrichment by poly-dT pull down,NEBNext Poly(A),27776091,NA
s1670_S_BLO_01_R1.gz,s1670_S_BLO_01,Calidris pugnax,Adult,Male,5,Satellite,Blo,Blood,Jasmine L. Loveland,6/10/2018,Max Planck Institute for Biological Intelligence (MPI-BI),Germany: Seewiesen,Captive population,168.35,2.37,1670,1.41,Total RNA,5,DRESDEN-concept Genome Center (DcGC),Illumina RNA - mRNA Library Prep (RNA-Seq),NEBNext Ultra II RNA,mRNA enrichment by poly-dT pull down,NEBNext Poly(A),34645875,5.9
s1670_S_BLO_01_R2.gz,s1670_S_BLO_01,Calidris pugnax,Adult,Male,5,Satellite,Blo,Blood,Jasmine L. Loveland,6/10/2018,Max Planck Institute for Biological Intelligence (MPI-BI),Germany: Seewiesen,Captive population,168.35,2.37,1670,1.41,Total RNA,5,DRESDEN-concept Genome Center (DcGC),Illumina RNA - mRNA Library Prep (RNA-Seq),NEBNext Ultra II RNA,mRNA enrichment by poly-dT pull down,NEBNext Poly(A),34645875,5.9
s1670_S_LIV_01_R1.gz,s1670_S_LIV_01,Calidris pugnax,Adult,Male,5,Satellite,Liv,Liver,Jasmine L. Loveland,6/10/2018,Max Planck Institute for Biological Intelligence (MPI-BI),Germany: Seewiesen,Captive population,168.35,2.37,1670,1.41,Total RNA,2,DRESDEN-concept Genome Center (DcGC),Illumina RNA - mRNA Library Prep (RNA-Seq),NEBNext Ultra II RNA,mRNA enrichment by poly-dT pull down,NEBNext Poly(A),28996140,NA
s1670_S_LIV_01_R2.gz,s1670_S_LIV_01,Calidris pugnax,Adult,Male,5,Satellite,Liv,Liver,Jasmine L. Loveland,6/10/2018,Max Planck Institute for Biological Intelligence (MPI-BI),Germany: Seewiesen,Captive population,168.35,2.37,1670,1.41,Total RNA,2,DRESDEN-concept Genome Center (DcGC),Illumina RNA - mRNA Library Prep (RNA-Seq),NEBNext Ultra II RNA,mRNA enrichment by poly-dT pull down,NEBNext Poly(A),28996140,NA
s1672_I_ADR_01_R1.gz,s1672_I_ADR_01,Calidris pugnax,Adult,Male,4,Independent,Adr,Adrenal glands,Jasmine L. Loveland,6/16/2017,Max Planck Institute for Biological Intelligence (MPI-BI),Germany: Seewiesen,Captive population,169.8,3.01,1672,1.77,Total RNA,2,DRESDEN-concept Genome Center (DcGC),Illumina RNA - mRNA Library Prep (RNA-Seq),NEBNext Ultra II RNA,mRNA enrichment by poly-dT pull down,NEBNext Poly(A),39322577,8.1
s1672_I_ADR_01_R2.gz,s1672_I_ADR_01,Calidris pugnax,Adult,Male,4,Independent,Adr,Adrenal glands,Jasmine L. Loveland,6/16/2017,Max Planck Institute for Biological Intelligence (MPI-BI),Germany: Seewiesen,Captive population,169.8,3.01,1672,1.77,Total RNA,2,DRESDEN-concept Genome Center (DcGC),Illumina RNA - mRNA Library Prep (RNA-Seq),NEBNext Ultra II RNA,mRNA enrichment by poly-dT pull down,NEBNext Poly(A),39322577,8.1
s1672_I_GON_01_R1.gz,s1672_I_GON_01,Calidris pugnax,Adult,Male,4,Independent,Gon,Male gonads (testes),Jasmine L. Loveland,6/16/2017,Max Planck Institute for Biological Intelligence (MPI-BI),Germany: Seewiesen,Captive population,169.8,3.01,1672,1.77,Total RNA,2,DRESDEN-concept Genome Center (DcGC),Illumina RNA - mRNA Library Prep (RNA-Seq),NEBNext Ultra II RNA,mRNA enrichment by poly-dT pull down,NEBNext Poly(A),35972398,7.8
s1672_I_GON_01_R2.gz,s1672_I_GON_01,Calidris pugnax,Adult,Male,4,Independent,Gon,Male gonads (testes),Jasmine L. Loveland,6/16/2017,Max Planck Institute for Biological Intelligence (MPI-BI),Germany: Seewiesen,Captive population,169.8,3.01,1672,1.77,Total RNA,2,DRESDEN-concept Genome Center (DcGC),Illumina RNA - mRNA Library Prep (RNA-Seq),NEBNext Ultra II RNA,mRNA enrichment by poly-dT pull down,NEBNext Poly(A),35972398,7.8
s1672_I_PIT_01_R1.gz,s1672_I_PIT_01,Calidris pugnax,Adult,Male,4,Independent,Pit,Pituitary gland,Jasmine L. Loveland,6/16/2017,Max Planck Institute for Biological Intelligence (MPI-BI),Germany: Seewiesen,Captive population,169.8,3.01,1672,1.77,Total RNA,2,DRESDEN-concept Genome Center (DcGC),Illumina RNA - mRNA Library Prep (RNA-Seq),NEBNext Ultra II RNA,mRNA enrichment by poly-dT pull down,NEBNext Poly(A),38531394,NA
s1672_I_PIT_01_R2.gz,s1672_I_PIT_01,Calidris pugnax,Adult,Male,4,Independent,Pit,Pituitary gland,Jasmine L. Loveland,6/16/2017,Max Planck Institute for Biological Intelligence (MPI-BI),Germany: Seewiesen,Captive population,169.8,3.01,1672,1.77,Total RNA,2,DRESDEN-concept Genome Center (DcGC),Illumina RNA - mRNA Library Prep (RNA-Seq),NEBNext Ultra II RNA,mRNA enrichment by poly-dT pull down,NEBNext Poly(A),38531394,NA
s1674_I_ADR_01_R1.gz,s1674_I_ADR_01,Calidris pugnax,Adult,Male,6,Independent,Adr,Adrenal glands,Jasmine L. Loveland,6/9/2019,Max Planck Institute for Biological Intelligence (MPI-BI),Germany: Seewiesen,Captive population,183.7,3.41,1674,1.86,Total RNA,2,DRESDEN-concept Genome Center (DcGC),Illumina RNA - mRNA Library Prep (RNA-Seq),NEBNext Ultra II RNA,mRNA enrichment by poly-dT pull down,NEBNext Poly(A),36612557,NA
s1674_I_ADR_01_R2.gz,s1674_I_ADR_01,Calidris pugnax,Adult,Male,6,Independent,Adr,Adrenal glands,Jasmine L. Loveland,6/9/2019,Max Planck Institute for Biological Intelligence (MPI-BI),Germany: Seewiesen,Captive population,183.7,3.41,1674,1.86,Total RNA,2,DRESDEN-concept Genome Center (DcGC),Illumina RNA - mRNA Library Prep (RNA-Seq),NEBNext Ultra II RNA,mRNA enrichment by poly-dT pull down,NEBNext Poly(A),36612557,NA
s1674_I_GON_01_R1.gz,s1674_I_GON_01,Calidris pugnax,Adult,Male,6,Independent,Gon,Male gonads (testes),Jasmine L. Loveland,6/9/2019,Max Planck Institute for Biological Intelligence (MPI-BI),Germany: Seewiesen,Captive population,183.7,3.41,1674,1.86,Total RNA,2,DRESDEN-concept Genome Center (DcGC),Illumina RNA - mRNA Library Prep (RNA-Seq),NEBNext Ultra II RNA,mRNA enrichment by poly-dT pull down,NEBNext Poly(A),29605705,7.6
s1674_I_GON_01_R2.gz,s1674_I_GON_01,Calidris pugnax,Adult,Male,6,Independent,Gon,Male gonads (testes),Jasmine L. Loveland,6/9/2019,Max Planck Institute for Biological Intelligence (MPI-BI),Germany: Seewiesen,Captive population,183.7,3.41,1674,1.86,Total RNA,2,DRESDEN-concept Genome Center (DcGC),Illumina RNA - mRNA Library Prep (RNA-Seq),NEBNext Ultra II RNA,mRNA enrichment by poly-dT pull down,NEBNext Poly(A),29605705,7.6
s1674_I_HYP_02_R1.gz,s1674_I_HYP_02,Calidris pugnax,Adult,Male,6,Independent,Hyp,Hypothalamus,Jasmine L. Loveland,6/9/2019,Max Planck Institute for Biological Intelligence (MPI-BI),Germany: Seewiesen,Captive population,183.7,3.41,1674,1.86,Total RNA,3,DRESDEN-concept Genome Center (DcGC),Illumina RNA - mRNA Library Prep (RNA-Seq),NEBNext Ultra II RNA,mRNA enrichment by poly-dT pull down,NEBNext Poly(A),29398830,NA
s1674_I_HYP_02_R2.gz,s1674_I_HYP_02,Calidris pugnax,Adult,Male,6,Independent,Hyp,Hypothalamus,Jasmine L. Loveland,6/9/2019,Max Planck Institute for Biological Intelligence (MPI-BI),Germany: Seewiesen,Captive population,183.7,3.41,1674,1.86,Total RNA,3,DRESDEN-concept Genome Center (DcGC),Illumina RNA - mRNA Library Prep (RNA-Seq),NEBNext Ultra II RNA,mRNA enrichment by poly-dT pull down,NEBNext Poly(A),29398830,NA
s1674_I_LIV_01_R1.gz,s1674_I_LIV_01,Calidris pugnax,Adult,Male,6,Independent,Liv,Liver,Jasmine L. Loveland,6/9/2019,Max Planck Institute for Biological Intelligence (MPI-BI),Germany: Seewiesen,Captive population,183.7,3.41,1674,1.86,Total RNA,2,DRESDEN-concept Genome Center (DcGC),Illumina RNA - mRNA Library Prep (RNA-Seq),NEBNext Ultra II RNA,mRNA enrichment by poly-dT pull down,NEBNext Poly(A),26851558,NA
s1674_I_LIV_01_R2.gz,s1674_I_LIV_01,Calidris pugnax,Adult,Male,6,Independent,Liv,Liver,Jasmine L. Loveland,6/9/2019,Max Planck Institute for Biological Intelligence (MPI-BI),Germany: Seewiesen,Captive population,183.7,3.41,1674,1.86,Total RNA,2,DRESDEN-concept Genome Center (DcGC),Illumina RNA - mRNA Library Prep (RNA-Seq),NEBNext Ultra II RNA,mRNA enrichment by poly-dT pull down,NEBNext Poly(A),26851558,NA
s1674_I_LS_02_R1.gz,s1674_I_LS_02,Calidris pugnax,Adult,Male,6,Independent,LS,Lateral septum,Jasmine L. Loveland,6/9/2019,Max Planck Institute for Biological Intelligence (MPI-BI),Germany: Seewiesen,Captive population,183.7,3.41,1674,1.86,Total RNA,3,DRESDEN-concept Genome Center (DcGC),Illumina RNA - mRNA Library Prep (RNA-Seq),NEBNext Ultra II RNA,mRNA enrichment by poly-dT pull down,NEBNext Poly(A),20686928,8.3
s1674_I_LS_02_R2.gz,s1674_I_LS_02,Calidris pugnax,Adult,Male,6,Independent,LS,Lateral septum,Jasmine L. Loveland,6/9/2019,Max Planck Institute for Biological Intelligence (MPI-BI),Germany: Seewiesen,Captive population,183.7,3.41,1674,1.86,Total RNA,3,DRESDEN-concept Genome Center (DcGC),Illumina RNA - mRNA Library Prep (RNA-Seq),NEBNext Ultra II RNA,mRNA enrichment by poly-dT pull down,NEBNext Poly(A),20686928,8.3
s1674_I_PIT_01_R1.gz,s1674_I_PIT_01,Calidris pugnax,Adult,Male,6,Independent,Pit,Pituitary gland,Jasmine L. Loveland,6/9/2019,Max Planck Institute for Biological Intelligence (MPI-BI),Germany: Seewiesen,Captive population,183.7,3.41,1674,1.86,Total RNA,2,DRESDEN-concept Genome Center (DcGC),Illumina RNA - mRNA Library Prep (RNA-Seq),NEBNext Ultra II RNA,mRNA enrichment by poly-dT pull down,NEBNext Poly(A),29565815,10
s1674_I_PIT_01_R2.gz,s1674_I_PIT_01,Calidris pugnax,Adult,Male,6,Independent,Pit,Pituitary gland,Jasmine L. Loveland,6/9/2019,Max Planck Institute for Biological Intelligence (MPI-BI),Germany: Seewiesen,Captive population,183.7,3.41,1674,1.86,Total RNA,2,DRESDEN-concept Genome Center (DcGC),Illumina RNA - mRNA Library Prep (RNA-Seq),NEBNext Ultra II RNA,mRNA enrichment by poly-dT pull down,NEBNext Poly(A),29565815,10
s1674_I_POA_03_R1.gz,s1674_I_POA_03,Calidris pugnax,Adult,Male,6,Independent,POM,Medial preoptic area,Jasmine L. Loveland,6/9/2019,Max Planck Institute for Biological Intelligence (MPI-BI),Germany: Seewiesen,Captive population,183.7,3.41,1674,1.86,Total RNA,4,DRESDEN-concept Genome Center (DcGC),Illumina RNA - mRNA Library Prep (RNA-Seq),NEBNext Ultra II RNA,mRNA enrichment by poly-dT pull down,NEBNext Poly(A),27980856,8.1
s1674_I_POA_03_R2.gz,s1674_I_POA_03,Calidris pugnax,Adult,Male,6,Independent,POM,Medial preoptic area,Jasmine L. Loveland,6/9/2019,Max Planck Institute for Biological Intelligence (MPI-BI),Germany: Seewiesen,Captive population,183.7,3.41,1674,1.86,Total RNA,4,DRESDEN-concept Genome Center (DcGC),Illumina RNA - mRNA Library Prep (RNA-Seq),NEBNext Ultra II RNA,mRNA enrichment by poly-dT pull down,NEBNext Poly(A),27980856,8.1
s1674_I_RAP_03_R1.gz,s1674_I_RAP_03,Calidris pugnax,Adult,Male,6,Independent,Rap,Raphe,Jasmine L. Loveland,6/9/2019,Max Planck Institute for Biological Intelligence (MPI-BI),Germany: Seewiesen,Captive population,183.7,3.41,1674,1.86,Total RNA,4,DRESDEN-concept Genome Center (DcGC),Illumina RNA - mRNA Library Prep (RNA-Seq),NEBNext Ultra II RNA,mRNA enrichment by poly-dT pull down,NEBNext Poly(A),36632827,8.2
s1674_I_RAP_03_R2.gz,s1674_I_RAP_03,Calidris pugnax,Adult,Male,6,Independent,Rap,Raphe,Jasmine L. Loveland,6/9/2019,Max Planck Institute for Biological Intelligence (MPI-BI),Germany: Seewiesen,Captive population,183.7,3.41,1674,1.86,Total RNA,4,DRESDEN-concept Genome Center (DcGC),Illumina RNA - mRNA Library Prep (RNA-Seq),NEBNext Ultra II RNA,mRNA enrichment by poly-dT pull down,NEBNext Poly(A),36632827,8.2
s1674_I_TNA_03_R1.gz,s1674_I_TNA_03,Calidris pugnax,Adult,Male,6,Independent,A+TnA,Nucleus taeniae of the amygdala and arcopallium,Jasmine L. Loveland,6/9/2019,Max Planck Institute for Biological Intelligence (MPI-BI),Germany: Seewiesen,Captive population,183.7,3.41,1674,1.86,Total RNA,4,DRESDEN-concept Genome Center (DcGC),Illumina RNA - mRNA Library Prep (RNA-Seq),NEBNext Ultra II RNA,mRNA enrichment by poly-dT pull down,NEBNext Poly(A),22028480,7.3
s1674_I_TNA_03_R2.gz,s1674_I_TNA_03,Calidris pugnax,Adult,Male,6,Independent,A+TnA,Nucleus taeniae of the amygdala and arcopallium,Jasmine L. Loveland,6/9/2019,Max Planck Institute for Biological Intelligence (MPI-BI),Germany: Seewiesen,Captive population,183.7,3.41,1674,1.86,Total RNA,4,DRESDEN-concept Genome Center (DcGC),Illumina RNA - mRNA Library Prep (RNA-Seq),NEBNext Ultra II RNA,mRNA enrichment by poly-dT pull down,NEBNext Poly(A),22028480,7.3
s1674_I_VTA_03_R1.gz,s1674_I_VTA_03,Calidris pugnax,Adult,Male,6,Independent,VTA+SN,Ventral tegmental area and substantia nigra,Jasmine L. Loveland,6/9/2019,Max Planck Institute for Biological Intelligence (MPI-BI),Germany: Seewiesen,Captive population,183.7,3.41,1674,1.86,Total RNA,4,DRESDEN-concept Genome Center (DcGC),Illumina RNA - mRNA Library Prep (RNA-Seq),NEBNext Ultra II RNA,mRNA enrichment by poly-dT pull down,NEBNext Poly(A),25804314,8.1
s1674_I_VTA_03_R2.gz,s1674_I_VTA_03,Calidris pugnax,Adult,Male,6,Independent,VTA+SN,Ventral tegmental area and substantia nigra,Jasmine L. Loveland,6/9/2019,Max Planck Institute for Biological Intelligence (MPI-BI),Germany: Seewiesen,Captive population,183.7,3.41,1674,1.86,Total RNA,4,DRESDEN-concept Genome Center (DcGC),Illumina RNA - mRNA Library Prep (RNA-Seq),NEBNext Ultra II RNA,mRNA enrichment by poly-dT pull down,NEBNext Poly(A),25804314,8.1
s1678_I_ADR_01_R1.gz,s1678_I_ADR_01,Calidris pugnax,Adult,Male,4,Independent,Adr,Adrenal glands,Jasmine L. Loveland,6/14/2017,Max Planck Institute for Biological Intelligence (MPI-BI),Germany: Seewiesen,Captive population,169.77,3.28,1678,1.93,Total RNA,2,DRESDEN-concept Genome Center (DcGC),Illumina RNA - mRNA Library Prep (RNA-Seq),NEBNext Ultra II RNA,mRNA enrichment by poly-dT pull down,NEBNext Poly(A),45267213,9.2
s1678_I_ADR_01_R2.gz,s1678_I_ADR_01,Calidris pugnax,Adult,Male,4,Independent,Adr,Adrenal glands,Jasmine L. Loveland,6/14/2017,Max Planck Institute for Biological Intelligence (MPI-BI),Germany: Seewiesen,Captive population,169.77,3.28,1678,1.93,Total RNA,2,DRESDEN-concept Genome Center (DcGC),Illumina RNA - mRNA Library Prep (RNA-Seq),NEBNext Ultra II RNA,mRNA enrichment by poly-dT pull down,NEBNext Poly(A),45267213,9.2
s1678_I_GON_01_R1.gz,s1678_I_GON_01,Calidris pugnax,Adult,Male,4,Independent,Gon,Male gonads (testes),Jasmine L. Loveland,6/14/2017,Max Planck Institute for Biological Intelligence (MPI-BI),Germany: Seewiesen,Captive population,169.77,3.28,1678,1.93,Total RNA,2,DRESDEN-concept Genome Center (DcGC),Illumina RNA - mRNA Library Prep (RNA-Seq),NEBNext Ultra II RNA,mRNA enrichment by poly-dT pull down,NEBNext Poly(A),38784960,7.9
